adapter,confidence,defect_id,design,false_positive_cluster,item_id,kind,material,model,packet,provider_index,rater,repeat,set_id,wrapper
pi,high,NONE,provider_pair,group_by_mutable_email,i-eb25a25e841f3ba4,final,True,gemma-4-31b-it,01-revenue-dashboard,0,llm:gemini-3.5-flash-low,4,s-d79542b71c32a2a4,fictional
pi,high,WH-02,provider_pair,,i-eb6d6979bb991ccc,final,True,gemma-4-31b-it,03-webhook-redesign,0,llm:gemini-3.5-flash-low,2,s-a01b1559383fe9a6,functional
pi,high,RD-04,provider_pair,,i-ebc509c37d03d53d,final,True,gemma-4-31b-it,01-revenue-dashboard,0,llm:gemini-3.5-flash-low,0,s-fd3bb9d498a9d37e,functional
pi,high,RD-05,provider_pair,,i-ec21bac45fb1f50f,final,True,gemma-4-31b-it,01-revenue-dashboard,0,llm:gemini-3.5-flash-low,7,s-1793a185e18d4f8c,functional
pi,high,WH-07,provider_pair,,i-efb938db54a1af5e,final,True,gemma-4-31b-it,03-webhook-redesign,0,llm:gemini-3.5-flash-low,1,s-0aceaf5fc3048ae3,fictional
pi,high,RD-04,provider_pair,,i-f0a75453cc46b713,final,True,gemma-4-31b-it,01-revenue-dashboard,0,llm:gemini-3.5-flash-low,8,s-8d2cd2c9cf219b27,functional
pi,high,RD-02,provider_pair,,i-f187e9bd763880bb,final,True,gemma-4-31b-it,01-revenue-dashboard,0,llm:gemini-3.5-flash-low,8,s-1820a949f9687dca,fictional
pi,high,RD-05,provider_pair,,i-f18e602fb6eb6fba,final,True,gemma-4-31b-it,01-revenue-dashboard,0,llm:gemini-3.5-flash-low,1,s-e3868e24bd3a0bd8,fictional
pi,high,RD-02,provider_pair,,i-f23682d95b848f77,final,True,gemma-4-31b-it,01-revenue-dashboard,0,llm:gemini-3.5-flash-low,8,s-8d2cd2c9cf219b27,functional
pi,high,WH-05,provider_pair,,i-f2f88619d2e6aa90,final,True,gemma-4-31b-it,03-webhook-redesign,0,llm:gemini-3.5-flash-low,4,s-751fe8be8f2ac5f2,fictional
pi,high,WH-05,provider_pair,,i-f35a2dc682f06b12,final,True,gemma-4-31b-it,03-webhook-redesign,0,llm:gemini-3.5-flash-low,0,s-e569287fc546ab8c,functional
pi,high,KR-04,provider_pair,,i-f5044d240c67d6eb,final,True,gemma-4-31b-it,02-key-rotation,0,llm:gemini-3.5-flash-low,9,s-648904e78830f6fb,functional
pi,high,RD-05,provider_pair,,i-f663545fe5f589b6,final,True,gemma-4-31b-it,01-revenue-dashboard,0,llm:gemini-3.5-flash-low,0,s-fd3bb9d498a9d37e,functional
pi,high,WH-01,provider_pair,,i-f69a4f8a43b09994,final,True,gemma-4-31b-it,03-webhook-redesign,0,llm:gemini-3.5-flash-low,5,s-cf425b36dfc6b2fb,functional
pi,high,KR-01,provider_pair,,i-f6b556208d2f2e02,final,True,gemma-4-31b-it,02-key-rotation,0,llm:gemini-3.5-flash-low,5,s-693e7723578762f7,functional
pi,high,RD-04,provider_pair,,i-f72794f32d67692e,final,True,gemma-4-31b-it,01-revenue-dashboard,0,llm:gemini-3.5-flash-low,7,s-8a7ce55b20d80f27,fictional
pi,high,RD-04,provider_pair,,i-f7bca5e45aec8a9a,final,True,gemma-4-31b-it,01-revenue-dashboard,0,llm:gemini-3.5-flash-low,6,s-ed78305b1beffd2f,fictional
pi,high,KR-05,provider_pair,,i-faa675b1764c40bb,final,True,gemma-4-31b-it,02-key-rotation,0,llm:gemini-3.5-flash-low,7,s-dca19091497f93f8,functional
pi,high,KR-02,provider_pair,,i-fb3693262fb0a5bd,final,True,gemma-4-31b-it,02-key-rotation,0,llm:gemini-3.5-flash-low,6,s-32f78d792a1549d8,fictional
pi,high,WH-03,provider_pair,,i-fb69a77b7ae5b43c,final,True,gemma-4-31b-it,03-webhook-redesign,0,llm:gemini-3.5-flash-low,5,s-cf425b36dfc6b2fb,functional
pi,high,RD-03,provider_pair,,i-fbf9e570c5d1045b,final,True,gemma-4-31b-it,01-revenue-dashboard,0,llm:gemini-3.5-flash-low,8,s-1820a949f9687dca,fictional
pi,high,WH-03,provider_pair,,i-fcf24b6d31e94a66,final,True,gemma-4-31b-it,03-webhook-redesign,0,llm:gemini-3.5-flash-low,6,s-0fd5214ce3f4596e,fictional
pi,high,KR-02,provider_pair,,i-fd014eb4dc7ddf65,final,True,gemma-4-31b-it,02-key-rotation,0,llm:gemini-3.5-flash-low,1,s-2d15d8e594276654,functional
pi,high,RD-07,provider_pair,,i-fe66c97fa74c677e,final,True,gemma-4-31b-it,01-revenue-dashboard,0,llm:gemini-3.5-flash-low,7,s-1793a185e18d4f8c,functional
pi,high,RD-05,provider_pair,,i-fed48158bd7e9a48,final,True,gemma-4-31b-it,01-revenue-dashboard,0,llm:gemini-3.5-flash-low,8,s-8d2cd2c9cf219b27,functional
