arm,confidence,defect_id,design,false_positive_cluster,item_id,kind,material,packet,rater,repeat,set_id
M0,high,WH-08,stage_a,,i-df6035cc1950b991,raw_union,True,03-webhook-redesign,llm:gemini-3.5-flash-low,0,s-e3de02c3551eccbb
M0,high,NONE,stage_a,pre_insert_select_count_query_cost_and_latency,i-dfe6cd780b62cab5,raw_union,True,03-webhook-redesign,llm:gemini-3.5-flash-low,0,s-e3de02c3551eccbb
M0,high,KR-06,stage_a,,i-e0660baf30fbe04d,raw_union,True,02-key-rotation,llm:gemini-3.5-flash-low,0,s-c1918cee7769696e
M0,high,RD-02,stage_a,,i-e169c3f42359d2a6,raw_union,True,01-revenue-dashboard,llm:gemini-3.5-flash-low,0,s-6028d9d664d317e1
M1,high,RD-01,stage_a,,i-e29773ca9f8128a0,fused,True,01-revenue-dashboard,llm:gemini-3.5-flash-low,0,s-f0c51f1455e173d4
S1,high,WH-06,stage_a,,i-e2a827cbeec91f57,final,True,03-webhook-redesign,llm:gemini-3.5-flash-low,0,s-ff98dbfc48abd940
M0,high,WH-02,stage_a,,i-e2fe341af768aa1e,raw_union,True,03-webhook-redesign,llm:gemini-3.5-flash-low,0,s-e3de02c3551eccbb
M1,high,WH-06,stage_a,,i-e33577d5609abc6a,raw_union,True,03-webhook-redesign,llm:gemini-3.5-flash-low,0,s-729e6b3b472a7954
M0,high,RD-07,stage_a,,i-e35ee2b0e49a90d3,raw_union,True,01-revenue-dashboard,llm:gemini-3.5-flash-low,0,s-6028d9d664d317e1
M1,high,WH-04,stage_a,,i-e368237536cd2334,raw_union,True,03-webhook-redesign,llm:gemini-3.5-flash-low,0,s-729e6b3b472a7954
M2,high,RD-01,stage_a,,i-e3802bf28561cbf8,fused,True,01-revenue-dashboard,llm:gemini-3.5-flash-low,0,s-134169cbfa5261f0
M0,high,RD-02,stage_a,,i-e4cec8c3e79d7c7d,raw_union,True,01-revenue-dashboard,llm:gemini-3.5-flash-low,0,s-6028d9d664d317e1
M2,high,WH-07,stage_a,,i-e5a48aba9a3c8bc3,raw_union,True,03-webhook-redesign,llm:gemini-3.5-flash-low,0,s-8e54f5f80931c3e8
M2,high,WH-03,stage_a,,i-e5c37142e57d8ffc,raw_union,True,03-webhook-redesign,llm:gemini-3.5-flash-low,0,s-8e54f5f80931c3e8
M1,high,WH-08,stage_a,,i-e6140202dbc8b38c,raw_union,True,03-webhook-redesign,llm:gemini-3.5-flash-low,0,s-729e6b3b472a7954
M1,high,WH-07,stage_a,,i-e68cac6319706e4d,raw_union,True,03-webhook-redesign,llm:gemini-3.5-flash-low,0,s-729e6b3b472a7954
M1,high,WH-03,stage_a,,i-e724076c32e04d5f,raw_union,True,03-webhook-redesign,llm:gemini-3.5-flash-low,0,s-729e6b3b472a7954
M0,high,WH-05,stage_a,,i-e790247ae81e7aca,raw_union,True,03-webhook-redesign,llm:gemini-3.5-flash-low,0,s-e3de02c3551eccbb
M1,high,WH-03,stage_a,,i-e7beb1f10e01934a,raw_union,True,03-webhook-redesign,llm:gemini-3.5-flash-low,0,s-729e6b3b472a7954
M0,high,WH-03,stage_a,,i-e7eca387b913c1c3,fused,True,03-webhook-redesign,llm:gemini-3.5-flash-low,0,s-788041f019fc2225
M0,high,RD-02,stage_a,,i-e84da96d9bbcad60,raw_union,True,01-revenue-dashboard,llm:gemini-3.5-flash-low,0,s-6028d9d664d317e1
M2,high,WH-05,stage_a,,i-e915e9872ac12685,raw_union,True,03-webhook-redesign,llm:gemini-3.5-flash-low,0,s-8e54f5f80931c3e8
M1,high,RD-02,stage_a,,i-ea1d988f500953d9,raw_union,True,01-revenue-dashboard,llm:gemini-3.5-flash-low,0,s-e44ee33b4ef4b691
M0,high,RD-01,stage_a,,i-ea598f08e1ab62c4,raw_union,True,01-revenue-dashboard,llm:gemini-3.5-flash-low,0,s-6028d9d664d317e1
M0,high,WH-08,stage_a,,i-ead28ed2d4649aed,raw_union,True,03-webhook-redesign,llm:gemini-3.5-flash-low,0,s-e3de02c3551eccbb
M0,high,KR-05,stage_a,,i-eb287db83c24748e,fused,True,02-key-rotation,llm:gemini-3.5-flash-low,0,s-316a2dadea9718fc
M0,high,WH-08,stage_a,,i-eb3a2a8b6b92f29d,raw_union,True,03-webhook-redesign,llm:gemini-3.5-flash-low,0,s-e3de02c3551eccbb
M1,high,KR-07,stage_a,,i-eb7294340bc3cb13,raw_union,True,02-key-rotation,llm:gemini-3.5-flash-low,0,s-6bd3f61686e50d7b
M1,high,KR-02,stage_a,,i-ebb4ec83553f3dd5,raw_union,True,02-key-rotation,llm:gemini-3.5-flash-low,0,s-6bd3f61686e50d7b
M2,high,RD-03,stage_a,,i-ebbf4a04c566fda8,raw_union,True,01-revenue-dashboard,llm:gemini-3.5-flash-low,0,s-798c1420f8868b91
M0,high,RD-02,stage_a,,i-ebf0f71f5a66a878,fused,True,01-revenue-dashboard,llm:gemini-3.5-flash-low,0,s-5c68f29210f911f5
M0,high,RD-03,stage_a,,i-ed5738f1a5e94c82,fused,True,01-revenue-dashboard,llm:gemini-3.5-flash-low,0,s-5c68f29210f911f5
M0,high,WH-05,stage_a,,i-ede41aea8a508646,raw_union,True,03-webhook-redesign,llm:gemini-3.5-flash-low,0,s-e3de02c3551eccbb
M1,high,RD-03,stage_a,,i-edfdf77283469ea1,fused,True,01-revenue-dashboard,llm:gemini-3.5-flash-low,0,s-f0c51f1455e173d4
M0,high,WH-05,stage_a,,i-eec5d938dcfb6c6d,raw_union,True,03-webhook-redesign,llm:gemini-3.5-flash-low,0,s-e3de02c3551eccbb
M2,high,RD-02,stage_a,,i-ef881c022c40004b,raw_union,True,01-revenue-dashboard,llm:gemini-3.5-flash-low,0,s-798c1420f8868b91
M0,high,WH-02,stage_a,,i-f1bff13e33f9cd87,raw_union,True,03-webhook-redesign,llm:gemini-3.5-flash-low,0,s-e3de02c3551eccbb
M0,high,WH-06,stage_a,,i-f212b112947c81b0,fused,True,03-webhook-redesign,llm:gemini-3.5-flash-low,0,s-788041f019fc2225
M0,high,WH-03,stage_a,,i-f296b3c7b0deda73,raw_union,True,03-webhook-redesign,llm:gemini-3.5-flash-low,0,s-e3de02c3551eccbb
M1,high,RD-01,stage_a,,i-f3a5de5795c71bba,raw_union,True,01-revenue-dashboard,llm:gemini-3.5-flash-low,0,s-e44ee33b4ef4b691
M1,high,KR-07,stage_a,,i-f3a800492294c211,raw_union,True,02-key-rotation,llm:gemini-3.5-flash-low,0,s-6bd3f61686e50d7b
M2,high,WH-05,stage_a,,i-f3b32707fd4fa171,raw_union,True,03-webhook-redesign,llm:gemini-3.5-flash-low,0,s-8e54f5f80931c3e8
M2,high,KR-05,stage_a,,i-f483b29657c69bf5,raw_union,True,02-key-rotation,llm:gemini-3.5-flash-low,0,s-6f1968681a3ce1bc
M0,high,KR-06,stage_a,,i-f55079c83c5485f0,fused,True,02-key-rotation,llm:gemini-3.5-flash-low,0,s-316a2dadea9718fc
M0,high,WH-06,stage_a,,i-f58428de54f18452,raw_union,True,03-webhook-redesign,llm:gemini-3.5-flash-low,0,s-e3de02c3551eccbb
M0,high,KR-07,stage_a,,i-f69baf648fad34df,fused,True,02-key-rotation,llm:gemini-3.5-flash-low,0,s-316a2dadea9718fc
M1,high,RD-05,stage_a,,i-f768fb108cd2d6d4,raw_union,True,01-revenue-dashboard,llm:gemini-3.5-flash-low,0,s-e44ee33b4ef4b691
M1,high,RD-04,stage_a,,i-f78af19a473062a0,raw_union,True,01-revenue-dashboard,llm:gemini-3.5-flash-low,0,s-e44ee33b4ef4b691
M2,high,NONE,stage_a,sql_pii_exposure,i-f79fbd30a42751f2,raw_union,False,01-revenue-dashboard,llm:gemini-3.5-flash-low,0,s-798c1420f8868b91
M0,high,WH-03,stage_a,,i-f8016ee7fa4d1472,raw_union,True,03-webhook-redesign,llm:gemini-3.5-flash-low,0,s-e3de02c3551eccbb
M0,high,KR-05,stage_a,,i-f87a66f5f7bad081,raw_union,True,02-key-rotation,llm:gemini-3.5-flash-low,0,s-c1918cee7769696e
M0,high,RD-04,stage_a,,i-f87febc810dfe319,raw_union,True,01-revenue-dashboard,llm:gemini-3.5-flash-low,0,s-6028d9d664d317e1
M1,high,RD-03,stage_a,,i-f900b1b17804ea99,raw_union,True,01-revenue-dashboard,llm:gemini-3.5-flash-low,0,s-e44ee33b4ef4b691
S0,high,WH-07,stage_a,,i-fbd310327013ea2d,final,True,03-webhook-redesign,llm:gemini-3.5-flash-low,0,s-d83050ea7d4f2841
S1,high,RD-02,stage_a,,i-fc851098c54c5162,final,True,01-revenue-dashboard,llm:gemini-3.5-flash-low,0,s-432cca897b86d789
S2,high,RD-01,stage_a,,i-fcd07bcc29a78359,final,True,01-revenue-dashboard,llm:gemini-3.5-flash-low,0,s-6bb2afe99d266359
S2,high,RD-03,stage_a,,i-fce736b3f747c5f2,final,True,01-revenue-dashboard,llm:gemini-3.5-flash-low,0,s-6bb2afe99d266359
M0,high,WH-07,stage_a,,i-fdea9e36e7cc760f,raw_union,True,03-webhook-redesign,llm:gemini-3.5-flash-low,0,s-e3de02c3551eccbb
M0,high,KR-05,stage_a,,i-fe0082ffd85074d9,raw_union,True,02-key-rotation,llm:gemini-3.5-flash-low,0,s-c1918cee7769696e
M1,high,KR-01,stage_a,,i-fe431db3eabc1121,raw_union,True,02-key-rotation,llm:gemini-3.5-flash-low,0,s-6bd3f61686e50d7b
S1,high,WH-03,stage_a,,i-ffcd2b34609cd2d9,final,True,03-webhook-redesign,llm:gemini-3.5-flash-low,0,s-ff98dbfc48abd940
M1,high,KR-02,stage_a,,i-fffa0a431511bd34,raw_union,True,02-key-rotation,llm:gemini-3.5-flash-low,0,s-6bd3f61686e50d7b
